model_name;avg_score;avg_std
lda_ns2_nt2_bw0.3_pw0.3;0.1716607695709863;0.0006081379920389179
lda_ns2_nt2_bw0.3_pw0.6;0.1716607695709863;0.0006081379920389179
lda_ns2_nt2_bw0.3_pw0.9;0.1716607695709863;0.0006081379920389179
lda_ns2_nt2_bw0.6_pw0.3;0.1716607695709863;0.0006081379920389179
lda_ns2_nt2_bw0.6_pw0.6;0.1716607695709863;0.0006081379920389179
lda_ns2_nt2_bw0.6_pw0.9;0.1716607695709863;0.0006081379920389179
lda_ns2_nt2_bw0.9_pw0.3;0.1716607695709863;0.0006081379920389179
lda_ns2_nt2_bw0.9_pw0.6;0.1716607695709863;0.0006081379920389179
lda_ns2_nt2_bw0.9_pw0.9;0.1716607695709863;0.0006081379920389179
lda_ns2_nt3_bw0.3_pw0.3;0.20098039215686275;0.03431372549019608
lda_ns2_nt3_bw0.3_pw0.6;0.20098039215686275;0.03431372549019608
lda_ns2_nt3_bw0.3_pw0.9;0.20098039215686275;0.03431372549019608
lda_ns2_nt3_bw0.6_pw0.3;0.20098039215686275;0.03431372549019608
lda_ns2_nt3_bw0.6_pw0.6;0.20098039215686275;0.03431372549019608
lda_ns2_nt3_bw0.6_pw0.9;0.20098039215686275;0.03431372549019608
lda_ns2_nt3_bw0.9_pw0.3;0.20098039215686275;0.03431372549019608
lda_ns2_nt3_bw0.9_pw0.6;0.20098039215686275;0.03431372549019608
lda_ns2_nt3_bw0.9_pw0.9;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.3_pw0.3;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.3_pw0.6;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.3_pw0.9;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.6_pw0.3;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.6_pw0.6;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.6_pw0.9;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.9_pw0.3;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.9_pw0.6;0.20098039215686275;0.03431372549019608
lda_ns2_nt5_bw0.9_pw0.9;0.20098039215686275;0.03431372549019608
lda_ns3_nt2_bw0.3_pw0.3;0.20975232198142413;0.02554179566563468
lda_ns3_nt2_bw0.3_pw0.6;0.20975232198142413;0.02554179566563468
lda_ns3_nt2_bw0.3_pw0.9;0.20975232198142413;0.02554179566563468
lda_ns3_nt2_bw0.6_pw0.3;0.20975232198142413;0.02554179566563468
lda_ns3_nt2_bw0.6_pw0.6;0.20975232198142413;0.02554179566563468
lda_ns3_nt2_bw0.6_pw0.9;0.20975232198142413;0.02554179566563468
lda_ns3_nt2_bw0.9_pw0.3;0.20975232198142413;0.02554179566563468
lda_ns3_nt2_bw0.9_pw0.6;0.20975232198142413;0.02554179566563468
lda_ns3_nt2_bw0.9_pw0.9;0.20975232198142413;0.02554179566563468
lda_ns3_nt3_bw0.3_pw0.3;0.22665118679050567;0.0380546955624355
lda_ns3_nt3_bw0.3_pw0.6;0.22665118679050567;0.0380546955624355
lda_ns3_nt3_bw0.3_pw0.9;0.22665118679050567;0.0380546955624355
lda_ns3_nt3_bw0.6_pw0.3;0.22665118679050567;0.0380546955624355
lda_ns3_nt3_bw0.6_pw0.6;0.22665118679050567;0.0380546955624355
lda_ns3_nt3_bw0.6_pw0.9;0.22665118679050567;0.0380546955624355
lda_ns3_nt3_bw0.9_pw0.3;0.22665118679050567;0.0380546955624355
lda_ns3_nt3_bw0.9_pw0.6;0.22665118679050567;0.0380546955624355
lda_ns3_nt3_bw0.9_pw0.9;0.22665118679050567;0.0380546955624355
lda_ns3_nt5_bw0.3_pw0.3;0.23103715170278638;0.0336687306501548
lda_ns3_nt5_bw0.3_pw0.6;0.23103715170278638;0.0336687306501548
lda_ns3_nt5_bw0.3_pw0.9;0.23103715170278638;0.0336687306501548
lda_ns3_nt5_bw0.6_pw0.3;0.23103715170278638;0.0336687306501548
lda_ns3_nt5_bw0.6_pw0.6;0.23103715170278638;0.0336687306501548
lda_ns3_nt5_bw0.6_pw0.9;0.23103715170278638;0.0336687306501548
lda_ns3_nt5_bw0.9_pw0.3;0.23103715170278638;0.0336687306501548
lda_ns3_nt5_bw0.9_pw0.6;0.23103715170278638;0.0336687306501548
lda_ns3_nt5_bw0.9_pw0.9;0.23103715170278638;0.0336687306501548
lda_ns5_nt2_bw0.3_pw0.3;0.3154577620521893;0.00033171163202122544
lda_ns5_nt2_bw0.3_pw0.6;0.3154577620521893;0.00033171163202122544
lda_ns5_nt2_bw0.3_pw0.9;0.3154577620521893;0.00033171163202122544
lda_ns5_nt2_bw0.6_pw0.3;0.3154577620521893;0.00033171163202122544
lda_ns5_nt2_bw0.6_pw0.6;0.3154577620521893;0.00033171163202122544
lda_ns5_nt2_bw0.6_pw0.9;0.3154577620521893;0.00033171163202122544
lda_ns5_nt2_bw0.9_pw0.3;0.3154577620521893;0.00033171163202122544
lda_ns5_nt2_bw0.9_pw0.6;0.3154577620521893;0.00033171163202122544
lda_ns5_nt2_bw0.9_pw0.9;0.3154577620521893;0.00033171163202122544
lda_ns5_nt3_bw0.3_pw0.3;0.3151813356921716;0.012549756744803187
lda_ns5_nt3_bw0.3_pw0.6;0.3151813356921716;0.012549756744803187
lda_ns5_nt3_bw0.3_pw0.9;0.3151813356921716;0.012549756744803187
lda_ns5_nt3_bw0.6_pw0.3;0.3151813356921716;0.012549756744803187
lda_ns5_nt3_bw0.6_pw0.6;0.3151813356921716;0.012549756744803187
lda_ns5_nt3_bw0.6_pw0.9;0.3151813356921716;0.012549756744803187
lda_ns5_nt3_bw0.9_pw0.3;0.3151813356921716;0.012549756744803187
lda_ns5_nt3_bw0.9_pw0.6;0.3151813356921716;0.012549756744803187
lda_ns5_nt3_bw0.9_pw0.9;0.3151813356921716;0.012549756744803187
lda_ns5_nt5_bw0.3_pw0.3;0.29627377266696153;0.006357806280406886
lda_ns5_nt5_bw0.3_pw0.6;0.29627377266696153;0.006357806280406886
lda_ns5_nt5_bw0.3_pw0.9;0.29627377266696153;0.006357806280406886
lda_ns5_nt5_bw0.6_pw0.3;0.29627377266696153;0.006357806280406886
lda_ns5_nt5_bw0.6_pw0.6;0.29627377266696153;0.006357806280406886
lda_ns5_nt5_bw0.6_pw0.9;0.29627377266696153;0.006357806280406886
lda_ns5_nt5_bw0.9_pw0.3;0.29627377266696153;0.006357806280406886
lda_ns5_nt5_bw0.9_pw0.6;0.29627377266696153;0.006357806280406886
lda_ns5_nt5_bw0.9_pw0.9;0.29627377266696153;0.006357806280406886
